PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: INFORMACIÓN LOCALIZADA SAS (Servinformación) | Partner Engineer: Jaquelyn Montañez, Fernando Laguna | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 18 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
SERNGCKP5,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,July,2026-07-29,17.0,22.0,+5.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERCGHXO8,Artificial Intelligence,Gemini Enterprise for Customer Experience,Tier 4 ➔ Tier 3,July,2026-07-29,19.0,24.0,+5.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERFTMKY3,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,July,2026-07-29,34.0,44.0,+10.0,Tier 3,Tier 2,P20220602053,Tier Upgrade,Promoted
SERMCDBP5,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,July,2026-07-29,34.0,39.0,+5.0,Tier 3,Tier 2,P20220602053,Tier Upgrade,Promoted
SERMCDBP5,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,July,2026-07-29,14.0,24.0,+10.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERNGCKP5,Data & Analytics,Dataproc,Tier 4 ➔ Tier 3,July,2026-07-29,12.0,22.0,+10.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERNGCKP5,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,July,2026-07-29,17.0,27.0,+10.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERARWDT9,Infrastructure Modernization,Oracle,Tier 4 ➔ Tier 3,August,2026-08-01,18.0,23.0,+5.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERDTMCN2,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,August,2026-08-21,16.0,21.0,+5.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERJASDT6,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 2 ➔ Tier 1,August,2026-08-25,42.0,52.0,+10.0,Tier 2,Tier 1,P20220602053,Tier Upgrade,Promoted
SEROGOEM2,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,August,2026-08-28,15.0,20.0,+5.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERCGHXO8,Artificial Intelligence,GECX - CX Agent Studio,Tier 4 ➔ Tier 3,September,2026-09-01,14.0,24.0,+10.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERAAKCE5,Artificial Intelligence,GECX - CX Insights,Tier 3 ➔ Tier 2,September,2026-09-01,34.0,39.0,+5.0,Tier 3,Tier 2,P20220602053,Tier Upgrade,Promoted
SERBGYNF7,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,September,2026-09-06,15.0,25.0,+10.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERMJJHO4,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,September,2026-09-10,17.0,24.0,+7.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERMOVAG2,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-10,12.0,22.0,+10.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERMJJHO4,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,September,2026-09-10,17.0,29.0,+12.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERMJJHO4,Databases,Cloud SQL,Tier 4 ➔ Tier 3,September,2026-09-10,17.0,29.0,+12.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERMJJHO4,Infrastructure Modernization,Google Distributed Cloud,Tier 4 ➔ Tier 3,September,2026-09-10,17.0,24.0,+7.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERMJJHO4,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,September,2026-09-10,17.0,24.0,+7.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERMJJHO4,Security,Security Operations,Tier 4 ➔ Tier 3,September,2026-09-10,12.0,24.0,+12.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERDTMCN2,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,September,2026-09-16,16.0,21.0,+5.0,Tier 4,Tier 3,P20220602053,Tier Upgrade,Promoted
SERMCDBP5,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,September,2026-09-17,34.0,39.0,+5.0,Tier 3,Tier 2,P20220602053,Tier Upgrade,Promoted
SERYCNIS6,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,September,2026-09-17,33.0,38.0,+5.0,Tier 3,Tier 2,P20220602053,Tier Upgrade,Promoted
SERLFLZZ2,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,September,2026-09-17,32.0,37.0,+5.0,Tier 3,Tier 2,P20220602053,Tier Upgrade,Promoted
