PARTNER GROWTH & VELOCITY: WORKLOAD STAGE PROGRESSION & DRP CAPABILITY,,,,,,,,,,,,,
"Partner: Kyndryl Brasil | Partner Engineer: Thiago da Ponte | Scope: Q3 2026 (July, August, September)",,,,,,,,,,,,,
Last Sync: 24 - Sep 2026 | Source: Concord BigQuery (Workload History & DRP Master) | Unified 14-Col Schema,,,,,,,,,,,,,
,,,,,,,,,,,,,
1. WORKLOAD GROWTH: STAGE ADVANCEMENTS (0-2 ➔ 3 & 3 ➔ 4.1),,,,,,,,,,,,,
Stage Transition,July (#),July ($ ARR),August (#),August ($ ARR),September (#),September ($ ARR),Q3 Total (#),Q3 Total ($ ARR),Share of Moved Deals,Top Pillar,Avg Deal ARR,Velocity Momentum,Status
KYNNKXWJ9,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 2 ➔ Tier 1,July,2026-07-20,44.0,54.0,+10.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNKMSIE5,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-20,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAMGHP2,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-20,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNKXWJ9,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,July,2026-07-20,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNCACWK0,Application Modernization,Google Kubernetes Engine,Tier 3 ➔ Tier 2,July,2026-07-21,33.0,38.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRRSBV9,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-21,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSYVN3,Application Modernization,Cloud Run,Tier 3 ➔ Tier 2,July,2026-07-21,33.0,38.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRRSBV9,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,July,2026-07-21,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRRSBV9,Artificial Intelligence,Gemini Enterprise for Customer Experience,Tier 4 ➔ Tier 3,July,2026-07-21,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNGMEZA9,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-21,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNGMEZA9,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-21,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNPVJDN0,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,July,2026-07-21,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNRRSBV9,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-21,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSKWBQ4,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-21,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRRSBV9,Infrastructure Modernization,Oracle,Tier 4 ➔ Tier 3,July,2026-07-21,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Security,Security Command Center,Tier 4 ➔ Tier 3,July,2026-07-21,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRRSBV9,Workspace,Workspace,Tier 4 ➔ Tier 3,July,2026-07-21,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAHHXH7,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-22,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPWYDB6,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-22,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNZYCBG9,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-22,17.0,22.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPSRYH5,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-22,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPWYDB6,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-22,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNNVNFR9,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-22,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPPXLV0,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,July,2026-07-22,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNAPBQM1,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRLTJW8,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,July,2026-07-23,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRLTJW8,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-23,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAKVEV3,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCRLXJ5,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-23,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDJDPE7,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-23,18.0,28.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNTMUXH3,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,July,2026-07-23,30.0,40.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNDJDPE7,Artificial Intelligence,AI Applications,Tier 4 ➔ Tier 3,July,2026-07-23,13.0,23.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJVEYI4,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,July,2026-07-23,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMRPOQ6,Data & Analytics,BigQuery,Tier 3 ➔ Tier 2,July,2026-07-23,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSPCBQ4,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-23,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNLGHYI9,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,30.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPMNPT5,Application Modernization,Google Kubernetes Engine,Tier 2 ➔ Tier 1,July,2026-07-24,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNPMMLA4,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-24,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNHNNWP8,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-24,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSMIYI1,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-24,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRSXZA3,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-24,16.0,21.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNTARTQ5,Application Modernization,Google Kubernetes Engine,Tier 3 ➔ Tier 2,July,2026-07-24,32.0,37.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSMVVR0,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-24,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNUKNNC1,Application Modernization,Google Kubernetes Engine,Tier 2 ➔ Tier 1,July,2026-07-24,45.0,50.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNSNHLD7,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMPUTS3,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSNHLD7,Application Modernization,Cloud Run,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDKUNN6,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-24,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJS3PX0,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-24,18.0,28.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFSPMH7,Data & Analytics,BigQuery,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFSPMH7,Data & Analytics,Dataflow,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNIREAZ8,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-24,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMPUTS3,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAPBQM1,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNHNNWP8,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-24,18.0,28.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNHKYEL0,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-24,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNHKZQE8,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDJDPE7,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,July,2026-07-24,33.0,38.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNUSUTA1,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMBWAN0,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,July,2026-07-24,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNDTXWG6,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-24,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNKPDHG9,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-24,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNTARTQ5,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-24,17.0,22.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDKUNN6,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-24,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSNHLD7,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNHNNWP8,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-24,18.0,28.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMBWAN0,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-24,29.0,39.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRBXUS3,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-24,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSNHLD7,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-24,25.0,35.0,+10.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNUKNNC1,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,July,2026-07-24,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSNHLD7,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVGOHN4,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-24,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVJQNC4,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-24,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMPUTS3,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVJQNC4,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-24,34.0,49.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNLGHYI9,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,30.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSSNX8,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-24,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNGKIEV4,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNTARTQ5,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-24,17.0,22.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPMMLA4,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,July,2026-07-24,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSSSNX8,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-24,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNHNNWP8,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-24,18.0,28.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNUKNNC1,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNVJSEN7,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-24,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDKUNN6,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-24,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSSNX8,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-24,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNIREAZ8,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-24,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDJDPE7,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-24,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDTXWG6,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-24,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPMMLA4,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-24,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSNHLD7,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMPUTS3,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-24,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMBWAN0,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-24,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNTARTQ5,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-24,17.0,22.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRRSBV9,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-26,15.0,30.0,+15.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJHPHM4,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-26,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAVCRG3,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-26,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNIREAZ8,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-26,20.0,35.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSSFAY1,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-26,31.0,36.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNRSLKX0,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,July,2026-07-26,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSSYVN3,Infrastructure Modernization,Google Distributed Cloud,Tier 4 ➔ Tier 3,July,2026-07-26,13.0,23.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNTBIGW8,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-27,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAVCRG3,Artificial Intelligence,Gemini Enterprise,Tier 3 ➔ Tier 2,July,2026-07-27,20.0,35.0,+15.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNAVCRG3,Infrastructure Modernization,Google Cloud Networking,Tier 4 ➔ Tier 3,July,2026-07-27,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAVCRG3,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-27,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNGBLHZ6,Security,Cloud Security,Tier 4 ➔ Tier 3,July,2026-07-27,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNJAEOJ1,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-28,18.0,23.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSDBFI1,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 4 ➔ Tier 3,July,2026-07-28,16.0,21.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNLGHYI9,Application Modernization,Google Kubernetes Engine,Tier 3 ➔ Tier 2,July,2026-07-29,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNABNER2,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-29,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNMFTDU1,Application Modernization,Google Kubernetes Engine,Tier 4 ➔ Tier 3,July,2026-07-29,15.0,20.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSJSM9,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 2 ➔ Tier 1,July,2026-07-29,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNPG3BT0,Artificial Intelligence,Gemini Enterprise for Customer Experience,Tier 4 ➔ Tier 3,July,2026-07-29,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNRRSBV9,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 3 ➔ Tier 2,July,2026-07-29,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNMTEMB0,Artificial Intelligence,Gemini Enterprise for Customer Experience,Tier 3 ➔ Tier 2,July,2026-07-29,30.0,35.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSSJSM9,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-29,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNSSJSM9,Artificial Intelligence,Gemini Enterprise for Customer Experience,Tier 4 ➔ Tier 3,July,2026-07-29,19.0,24.0,+5.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNNMSSY0,Artificial Intelligence,Gemini Enterprise Agent Platform,Tier 2 ➔ Tier 1,July,2026-07-29,49.0,54.0,+5.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNASVWT4,Artificial Intelligence,Gemini Enterprise,Tier 4 ➔ Tier 3,July,2026-07-29,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFBCJC6,Databases,Spanner,Tier 4 ➔ Tier 3,July,2026-07-29,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFBCJC6,Databases,Cloud SQL,Tier 3 ➔ Tier 2,July,2026-07-29,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNSSJSM9,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-29,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNFLUKR9,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-29,25.0,45.0,+20.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNLTTOY1,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-29,14.0,34.0,+20.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNDURTO5,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-29,10.0,20.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNCMZVD5,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-29,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNPWYDB6,Infrastructure Modernization,Google Cloud Networking,Tier 3 ➔ Tier 2,July,2026-07-29,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNIGKHW3,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-29,15.0,25.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNADHLY3,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-29,20.0,40.0,+20.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNEREWQ7,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-29,25.0,45.0,+20.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNBTATT6,Infrastructure Modernization,Google Compute Engine,Tier 4 ➔ Tier 3,July,2026-07-29,19.0,29.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNABNER2,Infrastructure Modernization,Google Compute Engine,Tier 2 ➔ Tier 1,July,2026-07-29,39.0,54.0,+15.0,Tier 2,Tier 1,P20220428047,Tier Upgrade,Promoted
KYNMFTDU1,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-29,20.0,40.0,+20.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
KYNGBRRO8,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-29,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNABNER2,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-29,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNGBBMA9,Infrastructure Modernization,Google Cloud VMware Engine,Tier 4 ➔ Tier 3,July,2026-07-29,14.0,24.0,+10.0,Tier 4,Tier 3,P20220428047,Tier Upgrade,Promoted
KYNAGMWL5,Infrastructure Modernization,Google Compute Engine,Tier 3 ➔ Tier 2,July,2026-07-29,34.0,39.0,+5.0,Tier 3,Tier 2,P20220428047,Tier Upgrade,Promoted
